AMH_1_1_12	AMH_1_2_10	AMH_2_1_12	AMH_2_2_12	BAN_1_1_12	BAN_1_2_10	BAN_2_1_10	BAN_2_2_10	BED_1_1_12	BED_1_2_10	BED_2_1_12	BED_2_2_10	BPL_1_1_10	BPL_1_2_12	BPL_2_1_10	BPL_2_2_12	BTT_1_1_12	BTT_1_2_10	BTT_2_1_12	BTT_2_2_12	CMP_1_1_10	CMP_1_2_12	CMP_2_1_10	CMP_2_2_10	CPI_1_1_12	CPI_1_2_10	CPI_2_1_12	CPI_2_2_12	CQC_1_1_10	CQC_1_2_12	CQC_2_1_10	CQC_2_2_10	Only identified by site	Reverse	Potential contaminant	ANOVA Significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	ANOVA p value	ANOVA q-value	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
1.107499E+08	1.4193E+08	1.2148E+08	1.0871E+08	8.112201E+07	7.789302E+07	9.747201E+07	9.146995E+07	1.623599E+08	1.429E+08	1.3486E+08	1.4205E+08	1.3009E+08	1.518199E+08	1.1222E+08	1.271501E+08	1.693701E+08	1.8008E+08	2.1405E+08	2.041401E+08	6.132404E+07	7.741695E+07	1.0409E+08	1.0898E+08	1.1804E+08	1.3842E+08	1.529499E+08	1.4093E+08	9264502	9.521996E+07	1.5305E+08	1.238699E+08					18	18	18	24.3	24.3	24.3	105.85	0	323.31	3080400000	254	0.0755655679350079	0.0824721689059501	P38250	P38250	Increased sodium tolerance protein 2	IST2	sp|P38250|IST2_YEAST Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IST2 PE=1 SV=2
5.190903E+07	5.302599E+07	4.9708E+07	4.500399E+07	4.207099E+07	4.273998E+07	3.9364E+07	3.3722E+07	5.435802E+07	4.923701E+07	5.799698E+07	4.727198E+07	4.358098E+07	5.332104E+07	5.471E+07	4.887298E+07	4.994501E+07	5.171798E+07	5.604498E+07	5.856198E+07	3.839898E+07	3.209901E+07	4.478598E+07	4.107501E+07	5.541701E+07	5.0618E+07	4.523E+07	4.8659E+07	3.8322E+07	2.686499E+07	4.413402E+07	4.139698E+07				+	9	9	9	34.5	34.5	34.5	39.941	0	53.047	1176500000	131	0.000307876085272214	0.00437064220183486	P38251	P38251	Replication factor C subunit 5	RFC5	sp|P38251|RFC5_YEAST Replication factor C subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFC5 PE=1 SV=1
5.8793E+07	4.6052E+07	5.506703E+07	5.281798E+07	5.7032E+07	5.872099E+07	5.085398E+07	4.996502E+07	5.319001E+07	5.592197E+07	6.215504E+07	5.039298E+07	1.008E+08	8.921399E+07	7.145201E+07	7.825004E+07	7.985098E+07	7.184502E+07	6.748503E+07	8.250605E+07	4.016298E+07	3.2202E+07	6.0466E+07	6.067902E+07	5.891898E+07	5.9253E+07	6.750101E+07	6.944098E+07	3.275998E+07	2.359999E+07	5.581103E+07	5.119098E+07				+	19	19	19	32.9	32.9	32.9	86.352	0	49.821	1554700000	196	0.000307378197704867	0.00437098255280073	P38254	P38254	Probable tubulin--tyrosine ligase PBY1	PBY1	sp|P38254|TTL_YEAST Probable tubulin--tyrosine ligase PBY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBY1 PE=1 SV=2
8.302405E+07	8.576205E+07	1.0269E+08	9.547106E+07	1.427199E+08	1.583999E+08	1.1009E+08	1.5744E+08	9.518094E+07	1.246E+08	8.822102E+07	8.983299E+07	7.022397E+07	6.458597E+07	5.302998E+07	4.475799E+07	7.620902E+07	9.508699E+07	7.645202E+07	6.003197E+07	2.433999E+08	2.011101E+08	1.2434E+08	1.1381E+08	9.0324E+07	8.422402E+07	7.163399E+07	6.392903E+07	2.732399E+08	2.259799E+08	7.8751E+07	1.2816E+08				+	11	11	11	31.9	31.9	31.9	48.629	0	55.576	2504000000	272	7.75647868083269E-05	0.00226027397260274	P38255	P38255	Transcriptional regulatory protein RXT2	RXT2	sp|P38255|RXT2_YEAST Transcriptional regulatory protein RXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RXT2 PE=1 SV=2
9780505	1.125801E+07	6180638	2915695	5367397	3009685	5715776	9927756	1.0768E+07	3294593	9044505	5218959	9943204	5941767	4824399	1.310701E+07	7584145	9967302	9334606	1.0808E+07	4745778	5674403	5143997	2834390	5040905	8292401	9361102	9144396	4845096	2636256	4869002	3405944					4	4	4	18.7	18.7	18.7	27.092	0.0087595	2.1111	102320000	12	0.0860930759439298	0.0900437735849057	P38256	P38256	Uncharacterized protein YBR096W		sp|P38256|YBU6_YEAST Uncharacterized protein YBR096W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR096W PE=1 SV=1
7.060499E+08	6.791303E+08	7.250197E+08	8.1226E+08	7.591598E+08	9.733601E+08	8.659501E+08	9.536799E+08	6.641098E+08	6.520196E+08	7.3439E+08	6.720004E+08	9.919503E+08	7.263197E+08	6.116299E+08	6.957303E+08	3.919398E+08	3.644301E+08	3.232198E+08	3.038101E+08	9.577295E+08	7.161599E+08	7.724999E+08	7.3756E+08	5.961902E+08	6.451197E+08	6.569699E+08	8.692697E+08	1.2135E+09	1.1138E+09	7.880099E+08	9.4033E+08				+	20	20	20	83.4	83.4	83.4	32.604	0	323.31	18638000000	648	1.11478247378244E-08	0.000649214659685864	P38260	P38260	Hsp70 nucleotide exchange factor FES1	FES1	sp|P38260|FES1_YEAST Hsp70 nucleotide exchange factor FES1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FES1 PE=1 SV=1
5.051198E+07	5.562098E+07	5.279996E+07	4.388899E+07	4.005502E+07	4.62E+07	3.720498E+07	3.9722E+07	4.266698E+07	5.144099E+07	5.413698E+07	4.1175E+07	4.846799E+07	4.317901E+07	3.793502E+07	3.782199E+07	5.004502E+07	3.9355E+07	4.698202E+07	5.062898E+07	2.709101E+07	2.905098E+07	2.087501E+07	3.4021E+07	4.382602E+07	5.173802E+07	5.170397E+07	3.8403E+07	5.196403E+07	1.5646E+07	3.282401E+07	4.3888E+07				+	9	9	9	14.1	14.1	14.1	85.537	0	13.594	1055600000	87	0.011296121337989	0.0259526925012582	P38261	P38261	Exocyst complex component EXO84	EXO84	sp|P38261|EXO84_YEAST Exocyst complex component EXO84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EXO84 PE=1 SV=1
6344699	8760397	5638097	8213895	5676999	4405299	7142803	2873968	7724204	7100500	1.0177E+07	7532703	1.262401E+07	1.593999E+07	1.547199E+07	1.5261E+07	1.019109E+07	1.340601E+07	1.3463E+07	1.1641E+07	2256017	5029701	5786602	4682303	7142302	8813603	8302405	8793200	4711071	2428471	7271403	5745901				+	2	2	2	6.4	6.4	6.4	59.16	0	6.4375	189400000	27	7.26155296577264E-06	0.00080794701986755	P38262	P38262	SIR4-interacting protein SIF2	SIF2	sp|P38262|SIF2_YEAST SIR4-interacting protein SIF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIF2 PE=1 SV=2
1.1827E+09	1.3899E+09	1.2119E+09	1.159201E+09	1.2514E+09	1.4416E+09	1.2941E+09	1.3062E+09	1.229101E+09	1.2532E+09	1.112001E+09	1.655899E+09	1.434499E+09	1.3644E+09	1.5199E+09	1.2581E+09	8.625703E+08	1.1442E+09	1.2176E+09	1.227E+09	9.863806E+08	7.868699E+08	1.4714E+09	1.7863E+09	1.310001E+09	1.4707E+09	1.6277E+09	1.3367E+09	9.414196E+08	1.0495E+09	1.4391E+09	1.724801E+09					13	13	13	59.6	59.6	59.6	21.137	0	185.35	36149000000	541	0.631822693453914	0.498099852289513	P38264	P38264	Inorganic phosphate transport protein PHO88	PHO88	sp|P38264|PHO88_YEAST SRP-independent targeting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO88 PE=1 SV=1
1.1324E+07	1.5845E+07	2.107901E+07	1.5128E+07	6601497	9369596	6554397	1.1637E+07	1.921E+07	2.223399E+07	1.2637E+07	1.963901E+07	2.3615E+07	1.977501E+07	2.1396E+07	1.6088E+07	1.0177E+07	1.325299E+07	1.4946E+07	1.6283E+07	1.107499E+07	5973596	1.135599E+07	9549202	1.4184E+07	1.1022E+07	1.4247E+07	1.318001E+07	6446799	1.0732E+07	1.9451E+07	1.8676E+07				+	7	7	7	12	12	12	103.86	0	32.043	344590000	83	0.00236776138070035	0.0116887459807074	P38266	P38266	Altered inheritance of mitochondria protein 3	AIM3	sp|P38266|AIM3_YEAST Altered inheritance of mitochondria protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM3 PE=1 SV=3
2.5147E+08	2.8341E+08	3.6323E+08	3.579702E+08	3.8016E+08	4.7134E+08	3.639799E+08	4.420298E+08	3.359802E+08	3.5427E+08	2.792799E+08	2.7775E+08	3.037302E+08	2.814602E+08	2.207299E+08	1.9518E+08	2.874401E+08	3.311299E+08	2.323701E+08	2.099499E+08	7.356202E+08	5.674897E+08	3.249002E+08	3.0435E+08	2.870501E+08	2.662702E+08	2.6909E+08	2.1852E+08	8.434402E+08	6.931797E+08	2.5879E+08	3.782899E+08				+	20	20	20	51.1	51.1	51.1	47.416	0	308.04	7558100000	539	0.00848747188102777	0.0221617647058824	P38272	P38272	SWI5-dependent HO expression protein 3	SHE3	sp|P38272|SHE3_YEAST SWI5-dependent HO expression protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHE3 PE=1 SV=1
2.161901E+07	1.502999E+07	1.265101E+07	1.7744E+07	2.417301E+07	1.8003E+07	1.607199E+07	2.5611E+07	2.1293E+07	2.303699E+07	1.795E+07	1.4543E+07	1.1522E+07	1.873701E+07	1.9441E+07	1.47E+07	2.054899E+07	1.7154E+07	2.205499E+07	2.685001E+07	1.791101E+07	1.814599E+07	2.0235E+07	1.903901E+07	1.758301E+07	2.2754E+07	1.1789E+07	1.905699E+07	2.313701E+07	3.464199E+07	1.3178E+07	2.429199E+07					5	5	5	7.4	7.4	7.4	95.152	0	6.0562	479740000	58	0.406391837464789	0.313209737827715	P38274	P38274	Protein arginine N-methyltransferase HSL7	HSL7	sp|P38274|HSL7_YEAST Protein arginine N-methyltransferase HSL7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSL7 PE=1 SV=1
1619160	4223199	6810816	2542669	3319413	1.289779E+07	1.2448E+07	9381595	1.030601E+07	2624707	8607101	6335538	1.4533E+07	1.855599E+07	2.330001E+07	2.698099E+07	1.509601E+07	5220449	1.5274E+07	1.521501E+07	1401714	2131221	2757913	4701756	3844298	1.1539E+07	7497600	1.178E+07	2888875	1254485	1.5538E+07	1.6569E+07				+	2	2	2	16.8	16.8	16.8	20.454	0	6.2134	200080000	25	0.00574411512508385	0.0181875350926446	P38276	P38276	UPF0303 protein YBR137W		sp|P38276|YBY7_YEAST UPF0303 protein YBR137W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR137W PE=1 SV=4
8.250605E+07	7.572502E+07	7.864997E+07	6.250799E+07	1.185601E+08	1.322899E+08	1.315E+08	1.336301E+08	8.655004E+07	6.738598E+07	6.262098E+07	6.929598E+07	7.625699E+07	7.546498E+07	6.190099E+07	7.855395E+07	9.474204E+07	1.1137E+08	1.014E+08	1.490899E+08	1.229301E+08	1.497899E+08	1.035499E+08	1.0133E+08	7.486496E+07	8.049E+07	5.204399E+07	5.246402E+07	8.937596E+07	1.0844E+08	7.148102E+07	9.417894E+07				+	10	10	10	38.6	38.6	38.6	35.758	0	40.353	2094300000	152	2.94857004255748E-06	0.000607692307692308	P38281	P38281	Actin patches distal protein 1	APD1	sp|P38281|APD1_YEAST Actin patches distal protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APD1 PE=1 SV=1
8.476098E+07	9.695598E+07	7.992798E+07	8.281904E+07	7.559499E+07	9.418006E+07	9.775695E+07	8.227502E+07	9.364803E+07	1.0462E+08	8.512202E+07	6.857899E+07	9.065095E+07	8.662902E+07	8.505002E+07	9.888902E+07	1.1918E+08	8.906502E+07	1.0306E+08	9.110198E+07	4.884598E+07	5.400202E+07	7.375201E+07	7.753803E+07	8.014299E+07	9.128898E+07	8.164395E+07	9.305206E+07	2.461499E+07	7.660003E+07	1.0764E+08	5.896597E+07					8	8	8	27.1	27.1	27.1	38.708	0	47.25	2116400000	161	0.0829970260810256	0.0878180439727066	P38286	P38286	Very-long-chain 3-oxoacyl-CoA reductase	IFA38	sp|P38286|MKAR_YEAST Very-long-chain 3-oxoacyl-CoA reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IFA38 PE=1 SV=1
6.5926E+07	4.650899E+07	5.816599E+07	7.340803E+07	5.818899E+07	8.363205E+07	6.988998E+07	6.916098E+07	1.1715E+08	6.780601E+07	9.681098E+07	1.109099E+08	7.943497E+07	6.719001E+07	5.397996E+07	5.3817E+07	5.053102E+07	4.812498E+07	4.932999E+07	4.317102E+07	9.347498E+07	1.0747E+08	6.082504E+07	7.147695E+07	3.8965E+07	5.214799E+07	5.221802E+07	5.205198E+07	7.963096E+07	1.467299E+08	1.1889E+08	9.246403E+07				+	6	6	6	25.1	25.1	25.1	47.994	0	65.344	1606500000	83	2.527862936006E-05	0.0013972602739726	P38288	P38288	Protein TOS1	TOS1	sp|P38288|TOS1_YEAST Protein TOS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOS1 PE=1 SV=1
7.834496E+07	9.619502E+07	1.4046E+08	1.1459E+08	9.417396E+07	1.2396E+08	8.057602E+07	1.0699E+08	1.2575E+08	1.3708E+08	1.0395E+08	1.399099E+08	4.4294E+07	4.7669E+07	3.5962E+07	2.942399E+07	7.246E+07	8.817706E+07	7.289199E+07	7.002298E+07	1.1043E+08	8.763096E+07	9.137205E+07	9.988698E+07	8.841998E+07	7.3899E+07	1.0328E+08	1.0103E+08	1.758101E+08	1.8137E+08	6.440401E+07	1.147201E+08				+	8	8	8	60.1	60.1	60.1	16.76	0	26.752	2091400000	165	6.04079091030318E-06	0.000763888888888889	P38293	P38293	Proteasome maturation factor UMP1	UMP1	sp|P38293|UMP1_YEAST Proteasome maturation factor UMP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UMP1 PE=1 SV=1
8.348004E+08	7.891504E+08	9.720099E+08	8.798305E+08	1.0555E+09	9.983101E+08	7.7187E+08	8.791003E+08	7.895804E+08	8.012804E+08	8.070598E+08	8.138702E+08	5.717997E+08	6.371302E+08	5.508698E+08	5.459699E+08	6.780099E+08	7.044397E+08	6.880903E+08	6.9754E+08	1.1454E+09	1.0154E+09	6.8133E+08	6.349103E+08	9.972706E+08	8.2286E+08	7.034197E+08	7.902404E+08	1.1688E+09	9.368505E+08	6.320603E+08	6.734501E+08				+	21	21	21	49.4	49.4	49.4	51.255	0	213.98	19198000000	636	0.0144220431395658	0.0296225680933852	P38295	P38295	Medium-chain fatty acid ethyl ester synthase/esterase 2	EHT1	sp|P38295|MCFS2_YEAST Medium-chain fatty acid ethyl ester synthase/esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EHT1 PE=1 SV=1
1.227401E+07	1.768101E+07	1.652599E+07	1.693701E+07	2.048701E+07	1.0084E+07	1.2716E+07	1.0775E+07	2.521499E+07	2.641601E+07	1.7939E+07	2.130601E+07	1.4201E+07	1.2866E+07	1.090401E+07	1.4735E+07	1.834301E+07	2.1444E+07	1.6057E+07	1.8217E+07	1.131599E+07	1.680901E+07	1.9071E+07	1.551001E+07	1.6621E+07	2.094799E+07	2.038599E+07	1.850699E+07	3.3399E+07	5017155	1.569999E+07	1.534701E+07					7	7	7	13.3	13.3	13.3	97.807	0	16.367	374870000	44	0.248973072686497	0.201497686715135	P38297	P38297	Mitofusin FZO1	FZO1	sp|P38297|FZO1_YEAST Mitofusin FZO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FZO1 PE=1 SV=1
1.8897E+07	1.738399E+07	1.060099E+07	1.798799E+07	1.1976E+07	5737202	1.9903E+07	1.7385E+07	1.5463E+07	1.2262E+07	2.7564E+07	1.8452E+07	1.7236E+07	2.264899E+07	1.467099E+07	2.309499E+07	2.1332E+07	1.3962E+07	1.6673E+07	1.4287E+07	3468200	1551651	8895300	1.4307E+07	1.091599E+07	2.042999E+07	1.897601E+07	2.514199E+07	4482799	6835397	3.153399E+07	1.0398E+07					5	5	5	29.1	29.1	29.1	31.811	0	12.322	414780000	59	0.0368657560569994	0.0521466325660699	P38300	P38300	Inner membrane mitoribosome receptor MBA1, mitochondrial	MBA1	sp|P38300|MBA1_YEAST Inner membrane mitoribosome receptor MBA1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MBA1 PE=1 SV=1
5069503	5654400	2743798	4854200	2675476	7893498	6688999	8156595	3179084	8220402	4714199	5721401	1.1455E+07	8775803	1.344699E+07	1.091599E+07	6754199	9581196	9629605	7484696	2442183	3197606	4000501	1.2041E+07	5569399	3445240	5373901	5744898	2751019	8343691	8181803	6427803					3	3	3	13.9	13.9	13.9	30.34	0.00030845	3.8371	151350000	30	0.0582997087809986	0.0692687574434299	P38301	P38301	GCR1-dependent translation factor 1	GDT1	sp|P38301|GDT1_YEAST GCR1-dependent translation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDT1 PE=1 SV=1
5657698	1.248601E+07	8286505	5629100	3.062301E+07	5.276298E+07	3.973602E+07	5.8705E+07	4.356998E+07	7.054099E+07	6.325904E+07	7.373504E+07	1.491E+07	8173597	8363305	5515797	2.162501E+07	2.171801E+07	2.594999E+07	2.842401E+07	5.967998E+07	5.574002E+07	5.275803E+07	7.2298E+07	4153042	3119876	4159020	3966858	1.2948E+08	1.178701E+08	2.7455E+07	8.217402E+07				+	5	5	5	36.4	36.4	36.4	15.97	0	7.296	627440000	59	7.47066083320263E-12	0.000193548387096774	P38302	P38302	Pre-mRNA-splicing factor NTC20	NTC20	sp|P38302|NTC20_YEAST Pre-mRNA-splicing factor NTC20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NTC20 PE=1 SV=1
8.103497E+07	9.211203E+07	1.087201E+08	1.2948E+08	1.2116E+08	1.3491E+08	1.2475E+08	1.5324E+08	1.223499E+08	1.2348E+08	1.0921E+08	1.2872E+08	7.863895E+07	6.861599E+07	6.8333E+07	6.009597E+07	7.307503E+07	9.233003E+07	9.176294E+07	7.7449E+07	2.077199E+08	2.009599E+08	1.448399E+08	1.612E+08	8.073801E+07	6.525198E+07	9.955699E+07	8.168595E+07	2.179599E+08	3.1067E+08	1.004499E+08	1.769501E+08				+	8	8	8	55.6	55.6	55.6	25.268	0	33.292	2420000000	184	2.01874849064676E-06	0.000623700623700624	P38304	P38304	Mediator of RNA polymerase II transcription subunit 8	MED8	sp|P38304|MED8_YEAST Mediator of RNA polymerase II transcription subunit 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MED8 PE=1 SV=3
6418199	2.062501E+07	1.878399E+07	1.302501E+07	1.5062E+07	3.1085E+07	2.007E+07	2.0593E+07	1.1134E+07	1.061E+07	6043604	2.560802E+07	1.596399E+07	5641303	1.287701E+07	3379900	4725199	6948801	9044398	5435400	4.616398E+07	4.380801E+07	4.041001E+07	2.4502E+07	1.063501E+07	8620300	1.2098E+07	5804201	5.840402E+07	4.767101E+07	6404400	2.155599E+07				+	3	3	3	21.1	21.1	21.1	14.234	0.0046337	2.5165	355510000	37	0.00166298263349388	0.00994719025050779	P38305	P38305	Altered inheritance of mitochondria protein 4	AIM4	sp|P38305|AIM4_YEAST Altered inheritance of mitochondria protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM4 PE=1 SV=1
5970398	4412801	6548299	8156304	6110400	9834197	3093798	7733502	4493367	6559000	5685802	5671500	1.071167E+07	3429172	4598101	3487336	2172471	4789142	4465981	3507900	1.2573E+07	1.0099E+07	6909199	3764216	1284387	9603897	2369998	4545744	6351203	1.1935E+07	1.482044E+07	5138892					4	4	4	24.4	24.4	24.4	24.203	0.00090882	3.3348	65607000	9	0.148447944447737	0.133269014084507	P38306	P38306	Uncharacterized protein YBR197C		sp|P38306|YB47_YEAST Uncharacterized protein YBR197C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR197C PE=1 SV=1
1.007101E+07	1.0878E+07	1.557801E+07	1.0561E+07	1.523499E+07	1.6842E+07	1.3477E+07	1.3854E+07	1.3894E+07	1.1269E+07	1.017501E+07	1.0154E+07	1.0355E+07	6778002	2647223	2.100301E+07	1.3101E+07	2.450301E+07	2.372901E+07	2880389	3.825098E+07	2.131401E+07	1.3063E+07	1.445901E+07	6612398	1.372799E+07	1.122299E+07	1.0104E+07	3.676098E+07	4.348498E+07	2149222	2.0088E+07					6	6	6	20.4	20.4	20.4	37.461	0.00031456	4.1841	302920000	21	0.709878926009922	0.574730455075846	P38313	P38313	Central kinetochore subunit AME1	AME1	sp|P38313|CENPU_YEAST Inner kinetochore subunit AME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AME1 PE=1 SV=1
4.9437E+07	4.165997E+07	4.9229E+07	4.3515E+07	1.9976E+07	2.750001E+07	3.8692E+07	2.777599E+07	4.5408E+07	3.188302E+07	3.316601E+07	4.085E+07	3.799298E+07	4.144101E+07	5.108498E+07	3.780799E+07	7.335196E+07	1.064399E+08	5.871898E+07	7.582601E+07	4.813803E+07	5.603098E+07	6.211298E+07	7.957298E+07	4.130798E+07	8.315202E+07	5.851501E+07	8.920703E+07	2.211499E+07	1.7043E+08	4.541203E+07	5.430099E+07				+	7	7	7	19.7	19.7	19.7	57.187	0	10.842	1646000000	62	0.0139683114223532	0.0291177332681974	P38314	P38314	Protein SDS24	SDS24	sp|P38314|SDS24_YEAST Protein SDS24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDS24 PE=1 SV=1
8746799	9679704	1.195199E+07	1.114999E+07	5202398	1.085299E+07	1.0422E+07	1.293199E+07	1.1219E+07	1.1006E+07	4931702	2232586	2.144301E+07	1.2233E+07	1.1813E+07	3277393	7943004	9689397	6062498	5893200	2693566	6276387	1.0405E+07	1.3478E+07	8339302	5809998	3288313	6203404	2263217	3887922	1.0242E+07	2677383					7	7	7	14.1	14.1	14.1	77.74	0	9.3011	202610000	41	0.269415962982463	0.215253193580085	P38315	P38315	YAP1-binding protein 1	YBP1	sp|P38315|YBP1_YEAST YAP1-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBP1 PE=1 SV=1
4985200	3143800	3538399	3284199	4277238	3195704	3362300	1704204	4004301	3237001	2927399	4328040	3700822	2617700	3698743	2796468	4640802	3660502	3340898	3253498	2354408	2304217	2712079	3984914	4630298	4085999	3535701	3098202	3274119	3852902	4533795	2137101					4	4	4	5.7	5.7	5.7	101.24	0.0020528	2.7256	58190000	10	0.555016256510582	0.429132256134051	P38321	P38321	Uncharacterized protein YBR225W		sp|P38321|YB75_YEAST Uncharacterized protein YBR225W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR225W PE=1 SV=1
5.3064E+07	6.978002E+07	5.461201E+07	4.618198E+07	6.787103E+07	4.4648E+07	5.498097E+07	6.360303E+07	6.396598E+07	6.654299E+07	6.941097E+07	7.170402E+07	4.029398E+07	3.717401E+07	6.4701E+07	5.593498E+07	4.757298E+07	6.001602E+07	5.465398E+07	5.668396E+07	4.764102E+07	5.503297E+07	6.002903E+07	8.539796E+07	5.909998E+07	6.511402E+07	7.347298E+07	5.561797E+07	4.023702E+07	4.190502E+07	6.476099E+07	5.973303E+07					14	14	14	31.3	31.3	31.3	57.945	0	18.242	1388900000	153	0.233002753813575	0.190600066600067	P38323	P38323	Mitochondrial clpX-like chaperone MCX1	MCX1	sp|P38323|CLPX_YEAST ATP-dependent clpX-like chaperone, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCX1 PE=1 SV=1
1.538099E+07	1680135	9033105	5156935	1623376	4079031	2.062801E+07	1.216999E+07	1.5999E+07	5559658	2.890999E+07	4802082	4439138	3646803	3074983	2842736	6496621	3592000	3106947	2034106	4785015	7036189	2995597	7909638	1.567699E+07	2.663501E+07	4354856	2.5551E+07	5183367	2188589	3018348	6470939					1	1	1	19.4	19.4	19.4	14.609	0	20.867	154190000	5	0.092818391119327	0.095	P38325	P38325	Mitochondrial outer membrane protein OM14	OM14	sp|P38325|OM14_YEAST Mitochondrial outer membrane protein OM14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OM14 PE=1 SV=1
4.728898E+07	4.331898E+07	6.5639E+07	3.535598E+07	9.630203E+07	5.559599E+07	6.629703E+07	6.429197E+07	4.423303E+07	3.4127E+07	5.479202E+07	3.733102E+07	2.877401E+07	2.965499E+07	2174232	3.849002E+07	3.318798E+07	3.470498E+07	7.688198E+07	6.985903E+07	6.359E+07	7.174298E+07	2.799102E+07	1641127	4.740297E+07	3.896598E+07	4.867097E+07	5.1022E+07	1.1647E+08	8.223902E+07	4.181901E+07	6.924104E+07					8	8	8	31.7	31.7	31.7	34.343	0	8.5734	1102300000	38	0.179679095921081	0.15444612216884	P38326	P38326	SWR1-complex protein 5	SWC5	sp|P38326|SWC5_YEAST SWR1-complex protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWC5 PE=1 SV=1
1.8672E+08	2.013799E+08	1.372599E+08	1.762001E+08	1.160101E+08	1.1818E+08	1.5102E+08	1.1516E+08	2.088E+08	2.155001E+08	2.400301E+08	1.6544E+08	2.484099E+08	2.860201E+08	3.4198E+08	4.1248E+08	2.726402E+08	2.442299E+08	2.781299E+08	3.3796E+08	6.884198E+07	5.780202E+07	1.4772E+08	1.7708E+08	1.559501E+08	1.8922E+08	2.568699E+08	2.6659E+08	1.253901E+07	1.4119E+08	2.553199E+08	1.786699E+08				+	12	12	12	42.2	42.2	42.2	42.474	0	229.18	5163300000	247	0.0303636560274579	0.0461912280701754	P38328	P38328	Actin-related protein 2/3 complex subunit 1	ARC40	sp|P38328|ARPC1_YEAST Actin-related protein 2/3 complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC40 PE=1 SV=1
9103624	2784475	7671497	2070572	4842765	6178898	6051903	6291100	4952198	2244353	2401244	1187213	4012568	3364545	3077667	990821.9	2218237	4887790	3985108	4528050	6670101	7994204	6807197	2458988	1026716	6940501	2704660	5125526	6089697	3964415	8644312	9957003					1	1	1	2	2	2	124	0	4.8246	31076000	6	0.118545065440043	0.113053090909091	P38329	P38329	Vacuolar cation-chloride cotransporter 1	VHC1	sp|P38329|VHC1_YEAST Vacuolar cation-chloride cotransporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VHC1 PE=1 SV=1
